,Power,Time
0,0.3985995807127882,0
1,0.3991509433962264,1
2,0.4000859538784067,2
3,0.3997211740041928,3
4,0.39541509433962263,4
5,0.3417735849056604,5
6,0.33123480083857443,6
7,0.3139664570230608,7
8,0.30241090146750527,8
9,0.2893941299790357,9
10,0.2775408805031447,10
11,0.2763773584905661,11
12,0.2754716981132076,12
13,0.274559748427673,13
14,0.27516981132075474,14
15,0.2754696016771489,15
16,0.2757735849056604,16
17,0.2766792452830189,17
18,0.27845702306079667,18
19,0.2754696016771489,19
